run_dir,iteration,round_duration_seconds,protocol,trial,similarity,run_id
sweep_riblt_n100000_sim97_t27,1,1.236388211,riblt,27,0.97,sweep_riblt_n100000_sim97_t27
sweep_riblt_n100000_sim97_t28,1,1.132727131,riblt,28,0.97,sweep_riblt_n100000_sim97_t28
sweep_riblt_n100000_sim97_t28,1,1.249180121,riblt,28,0.97,sweep_riblt_n100000_sim97_t28
sweep_riblt_n100000_sim97_t29,1,1.148485058,riblt,29,0.97,sweep_riblt_n100000_sim97_t29
sweep_riblt_n100000_sim97_t29,1,1.205223584,riblt,29,0.97,sweep_riblt_n100000_sim97_t29
sweep_riblt_n100000_sim97_t30,1,1.158824982,riblt,30,0.97,sweep_riblt_n100000_sim97_t30
sweep_riblt_n100000_sim97_t30,1,1.179290207,riblt,30,0.97,sweep_riblt_n100000_sim97_t30
sweep_merkle_n100000_sim97_t1,1,1.015172394,merkle,1,0.97,sweep_merkle_n100000_sim97_t1
sweep_merkle_n100000_sim97_t1,1,1.197248972,merkle,1,0.97,sweep_merkle_n100000_sim97_t1
sweep_merkle_n100000_sim97_t2,1,1.006184874,merkle,2,0.97,sweep_merkle_n100000_sim97_t2
sweep_merkle_n100000_sim97_t2,1,1.215313614,merkle,2,0.97,sweep_merkle_n100000_sim97_t2
sweep_merkle_n100000_sim97_t3,1,1.012494959,merkle,3,0.97,sweep_merkle_n100000_sim97_t3
